learning,0.0172871474204
words,0.0148553184037
learn,0.0114769497569
students,0.00972318562746
vocabulary,0.00926530003363
children,0.00795313554921
study,0.00727384764475
math,0.00658426828736
child,0.00614820528399
kids,0.00604119577776
language,0.00564250424718
exam,0.00562259174791
test,0.00532836560038
school,0.00526417558204
english,0.00489821653695
flashcards,0.00483438392565
questions,0.00471327125645
practice,0.00445372582418
word,0.00432055887696
grade,0.00390316251638
student,0.00370276549053
teachers,0.00357444999533
alphabet,0.00331154732808
pronunciation,0.00329434241054
education,0.00312193074759
educational,0.00309660563732
parents,0.00296199852886
quiz,0.00246948727844
quizzes,0.00244857261172
grammar,0.00222701960616
multiplication,0.00221624753627
chinese,0.00219669447217
skills,0.0021562980055
lesson,0.00212365048906
subtraction,0.00202267721779
flashcard,0.00198867446119
lessons,0.0019852066788
spelling,0.00194225052946
letter,0.00178618830152
learners,0.00178364085618
animals,0.00177022273908
teaching,0.00176914258205
campus,0.00175752896595
teacher,0.00174675355071
sentences,0.00171953931963
phonics,0.00169101022012
correct,0.00168041186179
classroom,0.00166726478566
letters,0.00165741444667
question,0.00161698679551
shmoop,0.00156607870235
reading,0.00155762557051
teach,0.00153501114152
concepts,0.00150350638465
tests,0.0014589889765
answer,0.00144329417688
writing,0.00141147717035
fractions,0.00133579048012
native,0.00132679721678
comprehension,0.00132258907535
knowledge,0.00131697639132
verbs,0.00130964979738
exams,0.00128717439525
spanish,0.00128713383715
childs,0.00124846673578
numbers,0.00124317293292
flash,0.00120161559702
algebra,0.00118043587458
basic,0.00116970412281
sentence,0.00116499866343
schools,0.00116009730455
answers,0.00114742591402
kindergarten,0.00112530724138
studying,0.00111328809873
grades,0.00110814896001
university,0.00110508406039
animal,0.00108044190592
equations,0.00105677352747
college,0.001011735603
sat,0.000994125590397
curriculum,0.000993507214536
topics,0.000988811170068
prep,0.000983668025042
phrases,0.000972881827778
progress,0.000956065630712
dictionary,0.00095037487487
learner,0.000943412272563
spoken,0.000919149585274
speaking,0.000915754879671
toddlers,0.000914260547835
learned,0.000905442853978
mathematics,0.000892483352694
preschool,0.000891088154612
review,0.000868259126198
early,0.000841816910691
autism,0.000830808043832
their,0.00082991299214
understand,0.000821485184049
science,0.000805093978464
hsk,0.000803744155214
