workout,0.0662523562372
fitness,0.0554767181758
weight,0.0510773212824
workouts,0.0426817878947
exercise,0.0346081232008
diet,0.0342653767439
body,0.0291076504928
yoga,0.0281854390037
exercises,0.0237903431909
health,0.0232422240973
calories,0.0210393654149
fat,0.01376978149
healthy,0.0132169539697
calorie,0.0122456191852
bmi,0.0116973097715
training,0.0116369062546
foods,0.0116138532542
meditation,0.0104196724607
sleep,0.00966237570143
nutrition,0.00958844691743
muscle,0.00861979369013
gym,0.00826744304163
loss,0.00807172858575
pilates,0.00761233621799
pregnancy,0.00728433248771
food,0.00656052768864
cardio,0.00634894755621
stress,0.00626601589932
trainer,0.00609033091331
abs,0.0058434730283
intake,0.00575139430325
smoking,0.00566866439447
relaxation,0.00545268704569
breathing,0.00514260822967
muscles,0.00494640442961
routines,0.00478490633545
wellness,0.00424391302019
classes,0.00420227405717
nutritional,0.004164188796
healthier,0.00414479385473
massage,0.00411487533303
hypnosis,0.00388275220975
crossfit,0.00376283327482
track,0.00369215723902
burned,0.00368341644859
pain,0.00359474350849
goals,0.00332481025321
recipes,0.00330403802948
strength,0.00329750168123
protein,0.00328435918607
meal,0.00309582790826
eating,0.00307614828357
routine,0.00307422484999
diets,0.00297333697677
daily,0.00291053192796
your,0.00285554857131
pedometer,0.00283921346446
bodybuilding,0.00283119249135
blood,0.00281831982292
symptoms,0.00278609272304
heart,0.00275415802174
carb,0.002713324266
carbs,0.00269471079246
kettlebell,0.0026310334361
binaural,0.00262894361391
pace,0.00261103349232
trainers,0.00260643117886
anxiety,0.00260184043232
meals,0.00254385551144
lose,0.00254072002109
interval,0.00249138482466
diabetes,0.00246667052656
gluten,0.00246350862315
program,0.00245442173306
tabata,0.00242999857187
reps,0.00242345808087
ovulation,0.00240368282945
coach,0.00239644120188
pounds,0.00235363544999
nutrients,0.00231272542873
runners,0.00230321132263
poses,0.00228450167965
stretching,0.00225340333056
running,0.00222935528173
tracker,0.00220749360896
doctor,0.00215618371885
aerobics,0.00215477711409
paleo,0.00214668381802
physical,0.00212274941015
healing,0.00211567731259
waist,0.00209388478103
intensity,0.00208261861474
medical,0.00203381777992
mindfulness,0.00202582995862
vitamins,0.00202266561874
relax,0.00201924091783
fit,0.00198882072674
bmr,0.0019514300385
pushups,0.00194384447051
treadmill,0.0019156519314
