map,0.0637201607676
travel,0.0425634618582
offline,0.038281655688
attractions,0.0278912556471
city,0.0238703869168
hotels,0.0228632036224
maps,0.0212013832491
guide,0.0193337977101
restaurants,0.0151439643739
places,0.0145657860693
hotel,0.0137755294118
roaming,0.0135233914389
sights,0.0127910625823
museums,0.00942817441529
destination,0.00941801259572
trip,0.00892108710846
location,0.00865792209599
travelers,0.00813146678711
tour,0.00813075970339
destinations,0.00796711397781
street,0.00785753108283
gps,0.00784179643306
interest,0.0076561054724
guides,0.00751300224493
phrasebook,0.00722338130467
tourist,0.00687297510854
tours,0.00656946286831
landmarks,0.00645849282075
poi,0.00636100462061
cities,0.00588445082979
airport,0.00572644896534
phrases,0.00565953295549
locate,0.00542318106551
locals,0.00511190347504
bars,0.00505826594442
taxi,0.00471566388454
accommodation,0.0046998705038
route,0.00469351029058
where,0.00468928504544
local,0.004592538078
monuments,0.00447236782051
openstreetmap,0.00445638661821
information,0.00445462363967
parks,0.00436882112845
streets,0.00423045638651
booking,0.00422750934216
shopping,0.00420772232342
translator,0.00418845775382
charges,0.00415750881556
directions,0.00414904852346
transportation,0.0040111111403
traveller,0.00384253398115
search,0.00373303311293
vector,0.00371380047632
internet,0.00371249030989
connection,0.0036968226584
echomobi,0.00369096356395
vacation,0.00357545839257
traveling,0.00351388442886
routing,0.00351251489667
nightlife,0.00345499390828
around,0.00331022148362
attraction,0.00330787367356
beaches,0.00328697663613
subway,0.00312572599262
park,0.00306722540534
itineraries,0.00303582231374
language,0.00292507565653
flight,0.00275947429095
flights,0.00275081138049
place,0.00274829086667
phrase,0.00274432582862
travelling,0.00274348764121
banks,0.00269650694781
pois,0.00267453546897
navigation,0.00265588319219
shops,0.00263693040956
data,0.00261277304613
walking,0.00256115269862
sightseeing,0.00250781792077
transport,0.00248518953746
london,0.00238233627778
tourism,0.00237815294123
itinerary,0.00233233653919
metro,0.00231960741822
zoomable,0.00229323926003
stations,0.00224917807049
hospitals,0.00220855157378
rental,0.00220318105416
nearby,0.00219046954286
locates,0.00214910026642
airlines,0.00209854567885
architecture,0.00209380209363
detailed,0.00208290851842
demographics,0.00205871076956
paris,0.00202626038317
find,0.00198970585035
bus,0.00197829822464
major,0.00197738598715
island,0.00195900356479
